X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
161535,603381,1898,24,"סונול בע""מ- הפלדה שדרות",151761,סמ הפלדה 8,,תחנת תדלוק,בשיקום,-,הוכח זיהום,טרם נבדק,2010,,2021
235363,763074,19515,1,סונול בית ג'ן,192349,בית ג'ן,,תחנת תדלוק,חקירה,-,הוכח זיהום,לא,2008,,2021
187020,658640,6481,79,תחנת דלק- סונול קרן אור יהודה ,6009,החרושת 2 איזור תעשייה,,תחנת תדלוק,בשיקום,-,הוכח זיהום,לא,2006,,2021
272597,789535,(לא מוגדר),(לא מוגדר),תחנת דלק- סונול בוקעאתא,5200,סמוך לכביש מספר 98 בכניסה לישוב בוקעתא,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2007,,2021
180025,651889,4223,37,סונול שמלצר מתחם צריפין,4231,שוק סיטונאי,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,לא,2010,,2021
185550,677539,7650,271,דלק מעיני השמחה ,170639,דרך הפארק 2,,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2009,,2021
190301,579817,-,-,דלק תל שוקת  (מנטה),1005,צומת תל שוקת,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,לא,2008,,2021
179600,573518,38057,59,פז אצטדיון באר שבע,1091,"דרך שמשון, צמוד לאיצטדיון העירוני",,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,כן,2012,,2021
190614,676049,6426,193,אברך כפר סבא מרכז,189424,ויצמן 20 ,,תחנת תדלוק,חקירה,-,הוכח זיהום,כן,2011,,2021
213736,735032,12312,32,תחנת דלק- דלק אלונים,5065,"מתחם חוצות אלונים,  בסמוך לכביש 75",,תחנת תדלוק,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",-,הוכח זיהום,טרם נבדק,2008,,2021
182393,655395,6090,27,"פז, נחלת יהודה",4208,דרך המכבים.כביש בית דגן-ראשון לציון:412,,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2011,,2021
190560,671038,6574,302,"דלק, הוד תדלוק",4121,החרש 6. א.ת. נוה נאמן,,תחנת תדלוק,בשיקום,-,הוכח זיהום,טרם נבדק,2014,,2021
220184,628614,30130,33,דלק תלפיות הסדנא,3084,הסדנא 20,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,לא,2008,,2021
204450,742100,12605,74,"תחנת דלק תל חנן, דלק",2193,"דרך בר יהודה 38, נשר",,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2006,,2021
178726,665330,,,דלק דיזינגוף,175598,פרוג 2,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2013,,2021
201434,660239,אין ,אין,דלק רננית,3157,כביש 465,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,כן,2010,,2021
216437,734659,11182,"83, 58-59",תחנת דלק- דלק רמת ישי (198),5063,"רחוב הארז, בסמוך לכביש 75, בכניסה לרמת ישי",,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",-,הוכח זיהום,כן,2013,,2021
181465,665548,,,דלק עלית,178192,זבוטינסקי 4,,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2006,,2021
181058,647766,3850,102,"דלק, נס ציונה",4257,רחוב החרש 1. אזור תעשיה,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,2011,,2021
251707,763737,13945,2,תחנת דלק- דלק ראש פינה,5148,"דרך הגליל, צומת ראש פינה",,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2010,,2021
229300,543800,39064,5,דלק גל ערבה,1039,צומת הערבה,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,לא,2007,,2021
160203,614326,2845,"10,21,13",דלק מבקיעים,1105,מושב מבקיעים,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2013,,2021
190228,673707,6455,158,"סונול, רמתיים",4112,דרך השרון 61,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2008,,2021
215290,629290,29946,14,דלק צומת אורה,3081,סולד הנריטה 1,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,כן,2014,,2021
208847,634640,29541,28,דלק פונדק ההרים נווה אילן,3080,פינת הרחובות כביש 425/כביש 4115,,תחנת תדלוק,בשיקום,-,הוכח זיהום,לא,2014,,2021
205154,745218,11646,6,"תחנת דלק פארק הרכב, דלק",2197,"שדרות ההסתדרות 149, ליד משרד הרישוי",,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,כן,2009,,2021
218832,629415,30171,112,דלק עיר שלם,3078,הרב הרצוג 1,,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2010,,2021
182824,573472,38064,14,"דלק ""עומרים""",1045,דרך חברון 114  ,,תחנת תדלוק,חקירה,-,הוכח זיהום,------,2007,,2021
192233,635894,4870,"3,4,5,6",דלק נחשון,157960,נחשון,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,לא,2007,,2021
180653,572560,38015,19,דלק נווה צאלים,1042,ליד חניון אגד,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,כן,2011,,2021
206989,746426,11547,80,"תחנת דלק המפרץ, דלק",2185,"הסתדרות 277, חיפה",,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2011,,2021
224702,642198,-,-,דלק מעבר מכמש,3074,צומת כוכב יעקב,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2011,,2021
183423,660789,,,דלק מסובים,187681,רמת גן,,תחנת תדלוק,חקירה,אין צורך בטיפול,הוכח זיהום,לא,2009,,2021
226193,758796,18976,29,תחנת דלק- דלק דיר אל אסד שאג'ור,5132,דיר אל אסד,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2012,,2021
177950,655150,3945,34,"דלק, ימית",4213,"פינת הרחובות לישנסקי יוסף/ אצ""ל",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,כן,2011,,2021
219801,573605,5722,3,דלק ערד,1012,בכניסה לערד,,תחנת תדלוק,חקירה,אין צורך בטיפול,הוכח זיהום,לא,2007,,2021
211303,728895,11091,7,תחנת דלק המושבה יקנעם,7365,"נחל קרת, יקנעם",,תחנת תדלוק,חקירה,חפירה וסילוק,הוכח זיהום,כן,2011,,2021
227425,724765,16743,"15,18",תחנת דלק- דלק עפולה יוקלר,5026,"רחוב חטיבה 9, עפולה.",,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,לא,2011,,2021
176410,626169,2476,23,דלק גל באר טוביה,181284,באר טוביה,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,2009,,2021
180858,659740,6010,96,תחנת דלק- מובילי גוש דן,6022," דרך השבעה 19, כביש 44",,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,------,2009,,2021
196903,707317,10109,245,"תחנת דלק הדרים פרדס חנה (מגד קליאו), דור אלון",2225,"דרך פיק""א",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,כן,2009,,2021
238957,742531,16620,69,תחנת דלק- דלק צומת גולני צפון (30),5079,"צומת גולני צפון, על כביש 77",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,טרם נבדק,2009,,2021
249201,711171,22903,58,תחנת דלק- דלק אספספת בית שאן,5002,כביש 7013 בכניסה לאזור התעשייה בית שאן,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,------,2006,,2021
189508,668409,6353,13,"דלק מנטה קמעונאות דרכים בע""מ ",148823,סמ' התבור 3,,תחנת תדלוק,חקירה,-,הוכח זיהום,------,2014,,2021
189934,675693,6423,15,"דלק, דורון",4102,רח נתיב האבות מאחורי קניון השרון,,תחנת תדלוק,בשיקום,-,הוכח זיהום,לא,2013,,2021
249179,756646,13587,3,תחנת דלק- דלק כחל,5123,"צומת כחל, כביש 65",,תחנת תדלוק,חקירה,-,הוכח זיהום,טרם נבדק,2000,,2021
175067,643860,5739,15,"דלק, יבנה",4277,שדרות הסנהדרין 34 (דרך הים),,תחנת תדלוק,חקירה,-,הוכח זיהום,טרם נבדק,2004,,2021
217960,751160,18565,94-96,תחנת דלק- דלק תמרה הישנה,5101,בכניסה לטמרה הישנה,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,טרם נבדק,2004,,2021
252927,766235,13837,33,תחנת דלק- דלק מחניים,5167,צומת מחניים,,תחנת תדלוק,לקראת שיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2014,,2021
233557,727984,17206,3,תחנת דלק- דלק דברת ,5034,בכניסה לקיבוץ דברת,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,2013,,2021
254684,731604,15178,120,דלק אפיקים ישנה,166388,אפיקים,,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",חפירה וסילוק,הוכח זיהום,לא,2013,,2021
220832,774150,18523,10,תחנת דלק- דלק איילון,5189,קיבוץ אילון,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,2012,,2021
189563,647267,4379,3,דלק פוליבה א.ת,4261,הר עצמון 1,,תחנת תדלוק,חקירה,אין צורך בטיפול,הוכח זיהום,לא,2012,,2021
177422,634255,4990,18,דלק כנות,1114,אזור תעשייה כנות על כביש 3922,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,2012,,2021
185434,671818,6787,20,ת.ד דיסקאונט (קימעונאות ומרכבות האש לשעבר),6301,המרכבה 14,,תחנת תדלוק,לקראת שיקום,טרם נבדק,הוכח זיהום,טרם נבדק,01/08/2014,,2021
190408,667558,6355,403,"דלקהאלוף מרכוס, דלק סגולה (פ""ת)",4149,האלוף מרכוס  13 סגולה ,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,01/11/2014,,2021
183422,674544,,,"דלק מנטה- הרצליה, דלק שבעת הכוכבים",181488,נבו יוסף 7,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,06/01/2014,,2021
230952,634641,-,-,דלק מישור אדומים,3073,"שדרות החברה הכלכלית, מעלה אדומים",,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,לא,01/04/2012,,2021
191873,705090,10049,154,"תחנת דלק ירמולובסקי, דלק",2188,כביש ראשי חדרה,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,19/09/2010,,2021
194440,719711,10195,21,"תחנת דלק זכרון יעקב הקטנה, דלק",2189,"שדרות נילי 4, זכרון יעקב",,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,לא,01/06/2014,,2021
217878,633428,30186,12,דלק הר תמיר,3071,אליאב יעקב 1,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,לא,01/07/2010,,2021
198553,746521,11686,8,"תחנת דלק שדרות הנשיא, דלק",2192,שדרות הנשיא 34,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,12/12/2012,,2021
212482,617102,-,-,דלק גוש עציון,3070,צומת גוש עציון,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,20/05/2012,,2021
216496,640478,-,-,דלק גבעת זאב החדשה,3069,צומת גבעון (מערבית לכביש 436,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,03/10/2010,,2021
216645,640650,-,-,דלק גבעונים,3068,מזרחית לגוש 436,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,כן,01/01/2013,,2021
161248,619333,1209,93,דלק אשקלון,1108,רח' צה''ל 10,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,01/07/2014,,2021
207999,758894,18037,47,תחנת דלק- דלק עכו ארגמן,5134,"דרך הארבעה, צומת עכו- חיפה",,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,01/02/2010,,2021
178781,666739,,,דלק אלון הילטון,149193,הירקון 241,,תחנת תדלוק,חקירה,חפירה וסילוק,הוכח זיהום,לא,23/06/2014,,2021
189145,677897,7657,144,"דלק,תמר",4088,הנופר 2  רעננה,,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,לא,01/02/2014,,2021
179584,629593,2201,"37,13",דלק מסמיה- אלון הנגב,1113,"כביש מס' 3, צומת ראם (מסמיה)",,תחנת תדלוק,חקירה,חפירה וסילוק,הוכח זיהום,לא,01/06/2008,,2021
184265,676185,6538,161,דלק נווה עמל,35864,דרך ירושלים 99,,תחנת תדלוק,חקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,2021
182000,574133,38027,52,דלק מפגש הספורט,1094,"דוד בן גוריון 42, באר שבע",,תחנת תדלוק,לקראת שיקום,לא נדרש,------,לא,2013,,2021
198221,748419,,,דלק - אלדור קרית אליעזר,61830,חיפה,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,2021
180311,575105,38073,233,דלק אשל אברהם,1014,רח' אברהם אבינו 4,,תחנת תדלוק,חקירה,חפירה וסילוק,------,לא,2012,,2021
219641,628558,,,דיזל האומן ,3202,האומן 38,,תחנת תדלוק,חקירה,לא נדרש,לא נבדק ויש חשד,לא,2014,,2021
204004,744297,11661,18,דיזול לב המפרץ (לשעבר דלק),279084,שד ההסתדרות 70,,תחנת תדלוק,חקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2014,,2021
228309,733141,16561,11,תחנת דלק- דור אלון נצרת (פאהום עוקף),5050,"רחוב 2002 , אזור תעשייה נצרת.",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2014,,2021
185220,666640,6195,375,תחנת דלק- דור אלון גהה,6038,ז'בוטינסקי 137,,תחנת תדלוק,בשיקום,לא נדרש,לא נבדק ויש חשד,לא,2013,,2021
192078,683901,,,"דור אלון תפעול תחנות דלק בע""מ- תל מונד",157472,תל מונד 8,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2014,,2021
181896,646476,3695,"148,149 ","דור אלון תפעול תחנות דלק בע""מ - רחובות",149108,אופנהיימר 10,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2014,,2021
196278,387982,39128,4,דור אלון אילות,1081,קיבוץ אילות,,תחנת תדלוק,בשיקום,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2014,,2021
182383,665234,6127,459,"פרוג 9, רמת גן",7458,"פרוג 9, רמת גן",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,24.02.2021
181903,665257,6128,482,"בועז 4 ר""ג",7455,"בועז 4 ר""ג",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,22.02.2021
227665,733596,16520,5,תחנת דלק- דור אלון נצרת עיר ,5052,רחוב פאולוס השישי 44 פינת כביש 3030 בנצרת,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2021
184038,655278,6080,20,"דור אלון, צומת בית דגן",4210,כביש י-ם - ת.א. לפני צומת בית דגן,,תחנת תדלוק,חקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2013,,2021
